id,zip,primary_city,state,county,timezone,latitude,longitude,country,estimated_population
2756,7717,Avon By The Sea,NJ,Monmouth County,America/New_York,40.19,-74.01,US,1687
2757,7718,Belford,NJ,Monmouth County,America/New_York,40.41,-74.08,US,5572
2758,7719,Belmar,NJ,Monmouth County,America/New_York,40.17,-74.02,US,18512
2759,7720,Bradley Beach,NJ,Monmouth County,America/New_York,40.2,-74.01,US,3588
2760,7721,Cliffwood,NJ,Monmouth County,America/New_York,40.43,-74.23,US,2549
2761,7722,Colts Neck,NJ,Monmouth County,America/New_York,40.28,-74.16,US,9440
2762,7723,Deal,NJ,Monmouth County,America/New_York,40.24,-73.99,US,875
2763,7724,Eatontown,NJ,Monmouth County,America/New_York,40.29,-74.05,US,18937
2764,7726,Englishtown,NJ,Monmouth County,America/New_York,40.29,-74.36,US,39570
2765,7727,Farmingdale,NJ,Monmouth County,America/New_York,40.19,-74.17,US,6073
2766,7728,Freehold,NJ,Monmouth County,America/New_York,40.25,-74.27,US,46233
2767,7730,Hazlet,NJ,Monmouth County,America/New_York,40.42,-74.17,US,15325
2768,7731,Howell,NJ,Monmouth County,America/New_York,40.14,-74.19,US,35010
2769,7732,Highlands,NJ,Monmouth County,America/New_York,40.4,-73.99,US,4081
2770,7733,Holmdel,NJ,Monmouth County,America/New_York,40.37,-74.17,US,15555
2771,7734,Keansburg,NJ,Monmouth County,America/New_York,40.44,-74.13,US,10496
2772,7735,Keyport,NJ,Monmouth County,America/New_York,40.43,-74.2,US,16520
2773,7737,Leonardo,NJ,Monmouth County,America/New_York,40.41,-74.06,US,3808
2774,7738,Lincroft,NJ,Monmouth County,America/New_York,40.34,-74.12,US,5508
2775,7739,Little Silver,NJ,Monmouth County,America/New_York,40.33,-74.03,US,5587
2776,7740,Long Branch,NJ,Monmouth County,America/New_York,40.29,-73.98,US,20885
2777,7746,Marlboro,NJ,Monmouth County,America/New_York,40.31,-74.25,US,17313
2778,7747,Matawan,NJ,Monmouth County,America/New_York,40.41,-74.23,US,26986
2779,7748,Middletown,NJ,Monmouth County,America/New_York,40.39,-74.11,US,25426
2780,7750,Monmouth Beach,NJ,Monmouth County,America/New_York,40.33,-73.98,US,3013
2781,7751,Morganville,NJ,Monmouth County,America/New_York,40.36,-74.25,US,18058
2782,7752,Navesink,NJ,Monmouth County,America/New_York,40.39,-74.11,US,0
2783,7753,Neptune,NJ,Monmouth County,America/New_York,40.21,-74.08,US,30970
2784,7754,Neptune,NJ,Monmouth County,America/New_York,40.21,-74.08,US,460
2785,7755,Oakhurst,NJ,Monmouth County,America/New_York,40.26,-74.02,US,6022
2786,7756,Ocean Grove,NJ,Monmouth County,America/New_York,40.21,-74,US,2503
2787,7757,Oceanport,NJ,Monmouth County,America/New_York,40.31,-74.02,US,5116
2788,7758,Port Monmouth,NJ,Monmouth County,America/New_York,40.43,-74.09,US,4455
2789,7760,Rumson,NJ,Monmouth County,America/New_York,40.36,-74,US,8555
2790,7762,Spring Lake,NJ,Monmouth County,America/New_York,40.15,-74.02,US,7512
2791,7763,Tennent,NJ,Monmouth County,America/New_York,40.29,-74.36,US,0
2792,7764,West Long Branch,NJ,Monmouth County,America/New_York,40.29,-74.01,US,5838
2793,7765,Wickatunk,NJ,Monmouth County,America/New_York,40.35,-74.26,US,0
2794,7799,Eatontown,NJ,Monmouth County,America/New_York,40.29,-74.05,US,0
2795,7801,Dover,NJ,Morris County,America/New_York,40.88,-74.55,US,20418
2796,7802,Dover,NJ,Morris County,America/New_York,40.88,-74.55,US,1060
2797,7803,Mine Hill,NJ,Morris County,America/New_York,40.87,-74.6,US,3197
2798,7806,Picatinny Arsenal,NJ,Morris County,America/New_York,40.93,-74.54,US,0
2799,7820,Allamuchy,NJ,Warren County,America/New_York,40.91,-74.83,US,0
2800,7821,Andover,NJ,Sussex County,America/New_York,40.98,-74.74,US,8046
2801,7822,Augusta,NJ,Sussex County,America/New_York,41.14,-74.68,US,1034
2802,7823,Belvidere,NJ,Warren County,America/New_York,40.82,-75.07,US,6372
2803,7825,Blairstown,NJ,Warren County,America/New_York,40.98,-74.96,US,8003
2804,7826,Branchville,NJ,Sussex County,America/New_York,41.14,-74.74,US,5528
2805,7827,Montague,NJ,Sussex County,America/New_York,41.29,-74.74,US,3383
2806,7828,Budd Lake,NJ,Morris County,America/New_York,40.87,-74.73,US,11080
2807,7829,Buttzville,NJ,Warren County,America/New_York,40.82,-75.04,US,0
2808,7830,Califon,NJ,Hunterdon County,America/New_York,40.71,-74.83,US,5979
2809,7831,Changewater,NJ,Hunterdon County,America/New_York,40.74,-74.95,US,0
2810,7832,Columbia,NJ,Warren County,America/New_York,40.95,-75.06,US,3322
2811,7833,Delaware,NJ,Warren County,America/New_York,40.88,-75.04,US,0
2812,7834,Denville,NJ,Morris County,America/New_York,40.89,-74.48,US,16065
2813,7836,Flanders,NJ,Morris County,America/New_York,40.84,-74.7,US,10541
2814,7837,Glasser,NJ,Sussex County,America/New_York,40.98,-74.63,US,0
2815,7838,Great Meadows,NJ,Warren County,America/New_York,40.84,-74.94,US,3106
2816,7839,Greendell,NJ,Sussex County,America/New_York,40.97,-74.81,US,0
2817,7840,Hackettstown,NJ,Warren County,America/New_York,40.85,-74.82,US,24882
2818,7842,Hibernia,NJ,Morris County,America/New_York,40.96,-74.48,US,0
2819,7843,Hopatcong,NJ,Sussex County,America/New_York,40.95,-74.65,US,10538
2820,7844,Hope,NJ,Warren County,America/New_York,40.91,-74.96,US,603
2821,7845,Ironia,NJ,Morris County,America/New_York,40.85,-74.57,US,0
2822,7846,Johnsonburg,NJ,Warren County,America/New_York,40.96,-74.88,US,0
2823,7847,Kenvil,NJ,Morris County,America/New_York,40.88,-74.62,US,1520
2824,7848,Lafayette,NJ,Sussex County,America/New_York,41.09,-74.68,US,3917
2825,7849,Lake Hopatcong,NJ,Morris County,America/New_York,40.96,-74.61,US,7845
2826,7850,Landing,NJ,Morris County,America/New_York,40.9,-74.66,US,5877
2827,7851,Layton,NJ,Sussex County,America/New_York,41.21,-74.82,US,0
2828,7852,Ledgewood,NJ,Morris County,America/New_York,40.88,-74.66,US,3257
2829,7853,Long Valley,NJ,Morris County,America/New_York,40.78,-74.76,US,11904
2830,7855,Middleville,NJ,Sussex County,America/New_York,41.06,-74.89,US,0
2831,7856,Mount Arlington,NJ,Morris County,America/New_York,40.91,-74.64,US,3426
2832,7857,Netcong,NJ,Morris County,America/New_York,40.89,-74.7,US,2788
2833,7860,Newton,NJ,Sussex County,America/New_York,41.05,-74.75,US,21086
2834,7863,Oxford,NJ,Warren County,America/New_York,40.81,-74.99,US,3674
2835,7865,Port Murray,NJ,Hunterdon County,America/New_York,40.79,-74.91,US,2430
2836,7866,Rockaway,NJ,Morris County,America/New_York,40.89,-74.51,US,20639
2837,7869,Randolph,NJ,Morris County,America/New_York,40.84,-74.58,US,23006
2838,7870,Schooleys Mountain,NJ,Morris County,America/New_York,40.78,-74.79,US,0
2839,7871,Sparta,NJ,Sussex County,America/New_York,41.04,-74.62,US,18457
2840,7874,Stanhope,NJ,Sussex County,America/New_York,40.91,-74.7,US,8305
2841,7875,Stillwater,NJ,Sussex County,America/New_York,41.05,-74.86,US,0
2842,7876,Succasunna,NJ,Morris County,America/New_York,40.85,-74.65,US,9849
2843,7877,Swartswood,NJ,Sussex County,America/New_York,41.09,-74.84,US,0
2844,7878,Mount Tabor,NJ,Morris County,America/New_York,40.87,-74.47,US,893
2845,7879,Tranquility,NJ,Sussex County,America/New_York,40.95,-74.8,US,0
2846,7880,Vienna,NJ,Warren County,America/New_York,40.87,-74.89,US,0
2847,7881,Wallpack Center,NJ,Sussex County,America/New_York,41.12,-74.91,US,0
2848,7882,Washington,NJ,Warren County,America/New_York,40.75,-74.98,US,12451
2849,7885,Wharton,NJ,Morris County,America/New_York,40.89,-74.58,US,8999
2850,7890,Branchville,NJ,Sussex County,America/New_York,41.14,-74.74,US,0
2851,7901,Summit,NJ,Union County,America/New_York,40.71,-74.36,US,19255
2852,7902,Summit,NJ,Union County,America/New_York,40.71,-74.36,US,0
2853,7920,Basking Ridge,NJ,Somerset County,America/New_York,40.67,-74.56,US,24379
2854,7921,Bedminster,NJ,Somerset County,America/New_York,40.65,-74.67,US,6958
2855,7922,Berkeley Heights,NJ,Union County,America/New_York,40.67,-74.42,US,11230
2856,7924,Bernardsville,NJ,Somerset County,America/New_York,40.73,-74.59,US,6545
2857,7926,Brookside,NJ,Morris County,America/New_York,40.76,-74.6,US,968
2858,7927,Cedar Knolls,NJ,Morris County,America/New_York,40.82,-74.45,US,3204
2859,7928,Chatham,NJ,Morris County,America/New_York,40.74,-74.38,US,16921
2860,7930,Chester,NJ,Morris County,America/New_York,40.78,-74.69,US,7622
2861,7931,Far Hills,NJ,Somerset County,America/New_York,40.69,-74.62,US,3060
2862,7932,Florham Park,NJ,Morris County,America/New_York,40.77,-74.39,US,9267
2863,7933,Gillette,NJ,Morris County,America/New_York,40.7,-74.47,US,2952
2864,7934,Gladstone,NJ,Somerset County,America/New_York,40.72,-74.67,US,1371
2865,7935,Green Village,NJ,Morris County,America/New_York,40.74,-74.45,US,529
2866,7936,East Hanover,NJ,Morris County,America/New_York,40.81,-74.36,US,10659
2867,7938,Liberty Corner,NJ,Somerset County,America/New_York,40.68,-74.56,US,0
2868,7939,Lyons,NJ,Somerset County,America/New_York,40.66,-74.55,US,0
2869,7940,Madison,NJ,Morris County,America/New_York,40.75,-74.41,US,12693
2870,7945,Mendham,NJ,Morris County,America/New_York,40.76,-74.59,US,9193
2871,7946,Millington,NJ,Morris County,America/New_York,40.66,-74.51,US,2970
2872,7950,Morris Plains,NJ,Morris County,America/New_York,40.83,-74.48,US,17593
2873,7960,Morristown,NJ,Morris County,America/New_York,40.79,-74.47,US,33647
2874,7961,Convent Station,NJ,Morris County,America/New_York,40.79,-74.47,US,0
2875,7962,Morristown,NJ,Morris County,America/New_York,40.79,-74.47,US,0
2876,7963,Morristown,NJ,Morris County,America/New_York,40.79,-74.47,US,0
2877,7970,Mount Freedom,NJ,Morris County,America/New_York,40.84,-74.48,US,0
2878,7974,New Providence,NJ,Union County,America/New_York,40.7,-74.4,US,10648
2879,7976,New Vernon,NJ,Morris County,America/New_York,40.73,-74.48,US,1310
2880,7977,Peapack,NJ,Somerset County,America/New_York,40.7,-74.66,US,845
2881,7978,Pluckemin,NJ,Somerset County,America/New_York,40.66,-74.68,US,0
2882,7979,Pottersville,NJ,Hunterdon County,America/New_York,40.66,-74.82,US,577
2883,7980,Stirling,NJ,Morris County,America/New_York,40.68,-74.49,US,2093
2884,7981,Whippany,NJ,Morris County,America/New_York,40.82,-74.41,US,8057
2885,7983,Whippany,NJ,Morris County,America/New_York,40.82,-74.41,US,0
2886,7999,Whippany,NJ,Morris County,America/New_York,40.82,-74.41,US,0
2887,8001,Alloway,NJ,Salem County,America/New_York,39.56,-75.34,US,1160
2888,8002,Cherry Hill,NJ,Camden County,America/New_York,39.9,-74.99,US,18807
2889,8003,Cherry Hill,NJ,Camden County,America/New_York,39.9,-74.99,US,27889
2890,8004,Atco,NJ,Camden County,America/New_York,39.76,-74.85,US,10625
2891,8005,Barnegat,NJ,Ocean County,America/New_York,39.75,-74.22,US,19593
2892,8006,Barnegat Light,NJ,Ocean County,America/New_York,39.75,-74.11,US,687
2893,8007,Barrington,NJ,Camden County,America/New_York,39.87,-75.05,US,4458
2894,8008,Beach Haven,NJ,Ocean County,America/New_York,39.55,-74.24,US,6743
2895,8009,Berlin,NJ,Camden County,America/New_York,39.79,-74.93,US,11467
2896,8010,Beverly,NJ,Burlington County,America/New_York,40.06,-74.92,US,9089
2897,8011,Birmingham,NJ,Burlington County,America/New_York,39.92,-74.53,US,0
2898,8012,Blackwood,NJ,Camden County,America/New_York,39.79,-75.06,US,33128
2899,8014,Bridgeport,NJ,Gloucester County,America/New_York,39.8,-75.34,US,467
2900,8015,Browns Mills,NJ,Burlington County,America/New_York,39.95,-74.55,US,17598
2901,8016,Burlington,NJ,Burlington County,America/New_York,40.07,-74.85,US,27446
2902,8018,Cedar Brook,NJ,Camden County,America/New_York,39.72,-74.9,US,0
2903,8019,Chatsworth,NJ,Burlington County,America/New_York,39.75,-74.46,US,871
2904,8020,Clarksboro,NJ,Gloucester County,America/New_York,39.8,-75.22,US,1925
2905,8021,Clementon,NJ,Camden County,America/New_York,39.8,-74.98,US,37348
2906,8022,Columbus,NJ,Burlington County,America/New_York,40.06,-74.68,US,8335
2907,8023,Deepwater,NJ,Salem County,America/New_York,39.62,-75.51,US,461
2908,8025,Ewan,NJ,Gloucester County,America/New_York,39.71,-75.23,US,0
2909,8026,Gibbsboro,NJ,Camden County,America/New_York,39.83,-74.96,US,2097
2910,8027,Gibbstown,NJ,Gloucester County,America/New_York,39.82,-75.27,US,4419
2911,8028,Glassboro,NJ,Gloucester County,America/New_York,39.7,-75.11,US,13452
2912,8029,Glendora,NJ,Camden County,America/New_York,39.84,-75.06,US,4040
2913,8030,Gloucester City,NJ,Camden County,America/New_York,39.89,-75.11,US,10400
2914,8031,Bellmawr,NJ,Camden County,America/New_York,39.86,-75.09,US,9879
2915,8032,Grenloch,NJ,Gloucester County,America/New_York,39.77,-75.05,US,0
2916,8033,Haddonfield,NJ,Camden County,America/New_York,39.89,-75.03,US,14871
2917,8034,Cherry Hill,NJ,Camden County,America/New_York,39.9,-74.99,US,16356
2918,8035,Haddon Heights,NJ,Camden County,America/New_York,39.87,-75.06,US,6656
2919,8036,Hainesport,NJ,Burlington County,America/New_York,39.98,-74.82,US,5464
2920,8037,Hammonton,NJ,Atlantic County,America/New_York,39.65,-74.77,US,20771
2921,8038,Hancocks Bridge,NJ,Salem County,America/New_York,39.47,-75.45,US,0
2922,8039,Harrisonville,NJ,Gloucester County,America/New_York,39.73,-75.32,US,0
2923,8041,Jobstown,NJ,Burlington County,America/New_York,40.03,-74.68,US,897
2924,8042,Juliustown,NJ,Burlington County,America/New_York,39.95,-74.66,US,0
2925,8043,Voorhees,NJ,Camden County,America/New_York,39.84,-74.95,US,24732
2926,8045,Lawnside,NJ,Camden County,America/New_York,39.86,-75.03,US,2342
2927,8046,Willingboro,NJ,Burlington County,America/New_York,40.02,-74.88,US,27170
2928,8048,Lumberton,NJ,Burlington County,America/New_York,39.96,-74.8,US,10599
2929,8049,Magnolia,NJ,Camden County,America/New_York,39.85,-75.03,US,4500
2930,8050,Manahawkin,NJ,Ocean County,America/New_York,39.69,-74.25,US,20931
2931,8051,Mantua,NJ,Gloucester County,America/New_York,39.78,-75.17,US,9204
2932,8052,Maple Shade,NJ,Burlington County,America/New_York,39.95,-74.99,US,15607
2933,8053,Marlton,NJ,Burlington County,America/New_York,39.9,-74.92,US,40939
2934,8054,Mount Laurel,NJ,Burlington County,America/New_York,39.94,-74.9,US,38300
2935,8055,Medford,NJ,Burlington County,America/New_York,39.86,-74.82,US,24851
2936,8056,Mickleton,NJ,Gloucester County,America/New_York,39.78,-75.25,US,4070
2937,8057,Moorestown,NJ,Burlington County,America/New_York,39.97,-74.94,US,18385
2938,8059,Mount Ephraim,NJ,Camden County,America/New_York,39.88,-75.09,US,4835
2939,8060,Mount Holly,NJ,Burlington County,America/New_York,39.99,-74.78,US,21570
2940,8061,Mount Royal,NJ,Gloucester County,America/New_York,39.81,-75.2,US,2344
2941,8062,Mullica Hill,NJ,Gloucester County,America/New_York,39.73,-75.22,US,13484
2942,8063,National Park,NJ,Gloucester County,America/New_York,39.86,-75.18,US,2747
2943,8064,New Lisbon,NJ,Burlington County,America/New_York,39.92,-74.53,US,0
2944,8065,Palmyra,NJ,Burlington County,America/New_York,40,-75.03,US,6356
2945,8066,Paulsboro,NJ,Gloucester County,America/New_York,39.83,-75.24,US,6356
2946,8067,Pedricktown,NJ,Salem County,America/New_York,39.73,-75.4,US,1451
2947,8068,Pemberton,NJ,Burlington County,America/New_York,39.97,-74.68,US,5490
2948,8069,Penns Grove,NJ,Salem County,America/New_York,39.72,-75.46,US,10482
2949,8070,Pennsville,NJ,Salem County,America/New_York,39.65,-75.51,US,11154
2950,8071,Pitman,NJ,Gloucester County,America/New_York,39.73,-75.13,US,8346
2951,8072,Quinton,NJ,Salem County,America/New_York,39.52,-75.38,US,0
2952,8073,Rancocas,NJ,Burlington County,America/New_York,40.02,-74.88,US,0
2953,8074,Richwood,NJ,Gloucester County,America/New_York,39.71,-75.23,US,0
2954,8075,Riverside,NJ,Burlington County,America/New_York,40.03,-74.95,US,24711
2955,8076,Riverton,NJ,Burlington County,America/New_York,40.01,-75.01,US,0
2956,8077,Riverton,NJ,Burlington County,America/New_York,40.01,-75.01,US,16482
2957,8078,Runnemede,NJ,Camden County,America/New_York,39.85,-75.07,US,7017
2958,8079,Salem,NJ,Salem County,America/New_York,39.56,-75.47,US,8679
2959,8080,Sewell,NJ,Gloucester County,America/New_York,39.75,-75.09,US,33729
2960,8081,Sicklerville,NJ,Camden County,America/New_York,39.73,-74.98,US,41753
2961,8083,Somerdale,NJ,Camden County,America/New_York,39.84,-75.02,US,8321
2962,8084,Stratford,NJ,Camden County,America/New_York,39.82,-75.01,US,6077
2963,8085,Swedesboro,NJ,Gloucester County,America/New_York,39.74,-75.31,US,15563
2964,8086,Thorofare,NJ,Gloucester County,America/New_York,39.85,-75.18,US,7031
2965,8087,Tuckerton,NJ,Ocean County,America/New_York,39.59,-74.32,US,20609
2966,8088,Vincentown,NJ,Burlington County,America/New_York,39.8,-74.62,US,22028
2967,8089,Waterford Works,NJ,Camden County,America/New_York,39.71,-74.81,US,3545
2968,8090,Wenonah,NJ,Gloucester County,America/New_York,39.79,-75.14,US,7368
2969,8091,West Berlin,NJ,Camden County,America/New_York,39.8,-74.93,US,4550
2970,8092,West Creek,NJ,Ocean County,America/New_York,39.65,-74.28,US,3158
2971,8093,Westville,NJ,Gloucester County,America/New_York,39.86,-75.13,US,7971
2972,8094,Williamstown,NJ,Gloucester County,America/New_York,39.68,-74.98,US,33155
2973,8095,Winslow,NJ,Camden County,America/New_York,39.65,-74.86,US,0
2974,8096,West Deptford,NJ,Gloucester County,America/New_York,39.83,-75.15,US,29504
2975,8097,Woodbury Heights,NJ,Gloucester County,America/New_York,39.81,-75.15,US,2916
2976,8098,Woodstown,NJ,Salem County,America/New_York,39.65,-75.32,US,7744
2977,8099,Bellmawr,NJ,Camden County,America/New_York,39.86,-75.09,US,0
2978,8101,Camden,NJ,Camden County,America/New_York,39.93,-75.1,US,426
2979,8102,Camden,NJ,Camden County,America/New_York,39.93,-75.1,US,4388
2980,8103,Camden,NJ,Camden County,America/New_York,39.93,-75.1,US,8064
2981,8104,Camden,NJ,Camden County,America/New_York,39.93,-75.1,US,14926
2982,8105,Camden,NJ,Camden County,America/New_York,39.93,-75.1,US,20084
2983,8106,Audubon,NJ,Camden County,America/New_York,39.88,-75.07,US,8646
2984,8107,Oaklyn,NJ,Camden County,America/New_York,39.9,-75.08,US,10754
2985,8108,Collingswood,NJ,Camden County,America/New_York,39.91,-75.07,US,15534
2986,8109,Merchantville,NJ,Camden County,America/New_York,39.94,-75.05,US,19052
2987,8110,Pennsauken,NJ,Camden County,America/New_York,39.96,-75.05,US,15836
2988,8201,Absecon,NJ,Atlantic County,America/New_York,39.42,-74.49,US,9186
2989,8202,Avalon,NJ,Cape May County,America/New_York,39.09,-74.73,US,1508
2990,8203,Brigantine,NJ,Atlantic County,America/New_York,39.41,-74.36,US,8255
2991,8204,Cape May,NJ,Cape May County,America/New_York,38.94,-74.9,US,15523
2992,8205,Absecon,NJ,Atlantic County,America/New_York,39.48,-74.47,US,24427
2993,8210,Cape May Court House,NJ,Cape May County,America/New_York,39.07,-74.82,US,13739
2994,8212,Cape May Point,NJ,Cape May County,America/New_York,38.93,-74.96,US,0
2995,8213,Cologne,NJ,Atlantic County,America/New_York,39.51,-74.56,US,0
2996,8214,Dennisville,NJ,Cape May County,America/New_York,39.22,-74.85,US,0
2997,8215,Egg Harbor City,NJ,Atlantic County,America/New_York,39.56,-74.59,US,11254
2998,8217,Elwood,NJ,Atlantic County,America/New_York,39.6,-74.68,US,0
2999,8218,Goshen,NJ,Cape May County,America/New_York,39.11,-74.86,US,0
3000,8219,Green Creek,NJ,Cape May County,America/New_York,39.04,-74.91,US,0
3001,8220,Leeds Point,NJ,Atlantic County,America/New_York,39.49,-74.43,US,0
3002,8221,Linwood,NJ,Atlantic County,America/New_York,39.34,-74.57,US,6768
3003,8223,Marmora,NJ,Cape May County,America/New_York,39.26,-74.66,US,3924
3004,8224,New Gretna,NJ,Burlington County,America/New_York,39.71,-74.52,US,606
3005,8225,Northfield,NJ,Atlantic County,America/New_York,39.37,-74.55,US,7758
3006,8226,Ocean City,NJ,Cape May County,America/New_York,39.26,-74.6,US,10270
3007,8230,Ocean View,NJ,Cape May County,America/New_York,39.2,-74.71,US,5385
3008,8231,Oceanville,NJ,Atlantic County,America/New_York,39.48,-74.47,US,0
3009,8232,Pleasantville,NJ,Atlantic County,America/New_York,39.39,-74.51,US,16127
3010,8234,Egg Harbor Township,NJ,Atlantic County,America/New_York,39.41,-74.58,US,37623
3011,8240,Pomona,NJ,Atlantic County,America/New_York,39.46,-74.55,US,707
3012,8241,Port Republic,NJ,Atlantic County,America/New_York,39.53,-74.48,US,1125
3013,8242,Rio Grande,NJ,Cape May County,America/New_York,39.02,-74.87,US,2795
3014,8243,Sea Isle City,NJ,Cape May County,America/New_York,39.15,-74.69,US,2047
3015,8244,Somers Point,NJ,Atlantic County,America/New_York,39.31,-74.6,US,9358
3016,8245,South Dennis,NJ,Cape May County,America/New_York,39.17,-74.82,US,0
3017,8246,South Seaville,NJ,Cape May County,America/New_York,39.17,-74.77,US,0
3018,8247,Stone Harbor,NJ,Cape May County,America/New_York,39.04,-74.76,US,915
3019,8248,Strathmere,NJ,Cape May County,America/New_York,39.19,-74.66,US,0
3020,8250,Tuckahoe,NJ,Cape May County,America/New_York,39.28,-74.78,US,462
3021,8251,Villas,NJ,Cape May County,America/New_York,39.01,-74.93,US,8038
3022,8252,Whitesboro,NJ,Cape May County,America/New_York,39.04,-74.86,US,0
3023,8260,Wildwood,NJ,Cape May County,America/New_York,38.98,-74.82,US,11807
3024,8270,Woodbine,NJ,Cape May County,America/New_York,39.22,-74.8,US,6102
3025,8302,Bridgeton,NJ,Cumberland County,America/New_York,39.42,-75.22,US,32331
3026,8310,Buena,NJ,Atlantic County,America/New_York,39.52,-74.94,US,1546
3027,8311,Cedarville,NJ,Cumberland County,America/New_York,39.32,-75.2,US,1831
3028,8312,Clayton,NJ,Gloucester County,America/New_York,39.65,-75.08,US,6392
3029,8313,Deerfield Street,NJ,Cumberland County,America/New_York,39.49,-75.21,US,0
3030,8314,Delmont,NJ,Cumberland County,America/New_York,39.2,-74.97,US,0
3031,8315,Dividing Creek,NJ,Cumberland County,America/New_York,39.22,-75.13,US,0
3032,8316,Dorchester,NJ,Cumberland County,America/New_York,39.28,-74.94,US,0
3033,8317,Dorothy,NJ,Atlantic County,America/New_York,39.4,-74.82,US,1120
3034,8318,Elmer,NJ,Salem County,America/New_York,39.59,-75.17,US,10908
3035,8319,Estell Manor,NJ,Atlantic County,America/New_York,39.35,-74.77,US,1187
3036,8320,Fairton,NJ,Cumberland County,America/New_York,39.37,-75.21,US,0
3037,8321,Fortescue,NJ,Cumberland County,America/New_York,39.22,-75.13,US,0
3038,8322,Franklinville,NJ,Gloucester County,America/New_York,39.61,-75.02,US,9278
3039,8323,Greenwich,NJ,Cumberland County,America/New_York,39.39,-75.36,US,690
3040,8324,Heislerville,NJ,Cumberland County,America/New_York,39.24,-74.99,US,0
3041,8326,Landisville,NJ,Atlantic County,America/New_York,39.52,-74.93,US,1399
3042,8327,Leesburg,NJ,Cumberland County,America/New_York,39.23,-75,US,695
3043,8328,Malaga,NJ,Gloucester County,America/New_York,39.57,-75.06,US,1263
3044,8329,Mauricetown,NJ,Cumberland County,America/New_York,39.26,-74.97,US,0
3045,8330,Mays Landing,NJ,Atlantic County,America/New_York,39.45,-74.72,US,23573
3046,8332,Millville,NJ,Cumberland County,America/New_York,39.39,-75.05,US,29211
3047,8340,Milmay,NJ,Atlantic County,America/New_York,39.44,-74.86,US,794
3048,8341,Minotola,NJ,Atlantic County,America/New_York,39.51,-74.94,US,1436
3049,8342,Mizpah,NJ,Atlantic County,America/New_York,39.46,-74.72,US,0
3050,8343,Monroeville,NJ,Gloucester County,America/New_York,39.64,-75.16,US,4132
3051,8344,Newfield,NJ,Gloucester County,America/New_York,39.54,-75.01,US,5101
3052,8345,Newport,NJ,Cumberland County,America/New_York,39.28,-75.16,US,646
3053,8346,Newtonville,NJ,Atlantic County,America/New_York,39.56,-74.85,US,717
3054,8347,Norma,NJ,Salem County,America/New_York,39.54,-75.13,US,0
3055,8348,Port Elizabeth,NJ,Cumberland County,America/New_York,39.39,-74.88,US,0
3056,8349,Port Norris,NJ,Cumberland County,America/New_York,39.24,-75.04,US,1575
3057,8350,Richland,NJ,Atlantic County,America/New_York,39.48,-74.87,US,690
3058,8352,Rosenhayn,NJ,Cumberland County,America/New_York,39.47,-75.13,US,959
3059,8353,Shiloh,NJ,Cumberland County,America/New_York,39.45,-75.29,US,593
3060,8360,Vineland,NJ,Cumberland County,America/New_York,39.46,-74.99,US,35585
3061,8361,Vineland,NJ,Cumberland County,America/New_York,39.46,-74.99,US,14832
3062,8362,Vineland,NJ,Cumberland County,America/New_York,39.46,-74.99,US,1050
3063,8401,Atlantic City,NJ,Atlantic County,America/New_York,39.36,-74.42,US,29186
3064,8402,Margate City,NJ,Atlantic County,America/New_York,39.33,-74.5,US,5596
3065,8403,Longport,NJ,Atlantic County,America/New_York,39.31,-74.52,US,849
3066,8404,Atlantic City,NJ,Atlantic County,America/New_York,39.36,-74.42,US,1021
3067,8405,Atlantic City,NJ,Atlantic County,America/New_York,39.36,-74.42,US,0
3068,8406,Ventnor City,NJ,Atlantic County,America/New_York,39.34,-74.48,US,9419
3069,8501,Allentown,NJ,Monmouth County,America/New_York,40.17,-74.58,US,5901
3070,8502,Belle Mead,NJ,Somerset County,America/New_York,40.46,-74.64,US,10011
3071,8504,Blawenburg,NJ,Somerset County,America/New_York,40.4,-74.7,US,0
3072,8505,Bordentown,NJ,Burlington County,America/New_York,40.14,-74.7,US,15332
3073,8510,Millstone Township,NJ,Monmouth County,America/New_York,40.19,-74.42,US,4375
3074,8511,Cookstown,NJ,Burlington County,America/New_York,40.04,-74.55,US,897
3075,8512,Cranbury,NJ,Middlesex County,America/New_York,40.31,-74.51,US,9761
3076,8514,Cream Ridge,NJ,Monmouth County,America/New_York,40.14,-74.49,US,4004
3077,8515,Chesterfield,NJ,Burlington County,America/New_York,40.15,-74.66,US,4172
3078,8518,Florence,NJ,Burlington County,America/New_York,40.11,-74.8,US,4285
3079,8520,Hightstown,NJ,Mercer County,America/New_York,40.26,-74.52,US,24186
3080,8525,Hopewell,NJ,Mercer County,America/New_York,40.38,-74.76,US,4389
3081,8526,Imlaystown,NJ,Monmouth County,America/New_York,40.16,-74.49,US,0
3082,8527,Jackson,NJ,Ocean County,America/New_York,40.1,-74.35,US,47406
3083,8528,Kingston,NJ,Somerset County,America/New_York,40.37,-74.6,US,431
3084,8530,Lambertville,NJ,Hunterdon County,America/New_York,40.36,-74.94,US,6511
3085,8533,New Egypt,NJ,Ocean County,America/New_York,40.06,-74.53,US,6225
3086,8534,Pennington,NJ,Mercer County,America/New_York,40.32,-74.79,US,11939
3087,8535,Millstone Township,NJ,Monmouth County,America/New_York,40.21,-74.44,US,4550
3088,8536,Plainsboro,NJ,Middlesex County,America/New_York,40.33,-74.58,US,17344
3089,8540,Princeton,NJ,Mercer County,America/New_York,40.35,-74.65,US,38222
