id,zip,primary_city,state,county,timezone,latitude,longitude,country,estimated_population
1,501,Holtsville,NY,Suffolk County,America/New_York,40.81,-73.04,US,384
2,544,Holtsville,NY,Suffolk County,America/New_York,40.81,-73.04,US,0
3,601,Adjuntas,PR,Adjuntas,America/Puerto_Rico,18.16,-66.72,US,0
4,602,Aguada,PR,,,18.38,-67.18,US,0
5,603,Aguadilla,PR,Aguadilla,America/Puerto_Rico,18.43,-67.15,US,0
6,604,Aguadilla,PR,,,18.43,-67.15,US,0
7,605,Aguadilla,PR,,,18.43,-67.15,US,0
8,606,Maricao,PR,Maricao,America/Puerto_Rico,18.18,-66.98,US,0
9,610,Anasco,PR,,,18.28,-67.14,US,0
10,611,Angeles,PR,,,18.28,-66.79,US,0
11,612,Arecibo,PR,Arecibo,America/Puerto_Rico,18.45,-66.73,US,0
12,613,Arecibo,PR,,,18.45,-66.73,US,0
13,614,Arecibo,PR,,,18.45,-66.73,US,0
14,616,Bajadero,PR,Arecibo,America/Puerto_Rico,18.4,-66.66,US,0
15,617,Barceloneta,PR,Barceloneta,America/Puerto_Rico,18.45,-66.53,US,0
16,622,Boqueron,PR,,,17.99,-67.15,US,0
17,623,Cabo Rojo,PR,,,18.08,-67.14,US,0
18,624,Penuelas,PR,,,18.06,-66.72,US,0
19,627,Camuy,PR,,,18.48,-66.84,US,0
20,631,Castaner,PR,,,18.19,-66.82,US,0
21,636,Rosario,PR,,,18.15,-67.06,US,0
22,637,Sabana Grande,PR,,,18.08,-66.96,US,0
23,638,Ciales,PR,,,18.33,-66.47,US,0
24,641,Utuado,PR,,,18.27,-66.7,US,0
25,646,Dorado,PR,,,18.47,-66.27,US,0
26,647,Ensenada,PR,,,17.96,-66.94,US,0
27,650,Florida,PR,,,18.36,-66.56,US,0
28,652,Garrochales,PR,Arecibo,America/Puerto_Rico,18.45,-66.6,US,0
29,653,Guanica,PR,,,17.97,-66.93,US,0
30,656,Guayanilla,PR,,,18.02,-66.79,US,0
31,659,Hatillo,PR,,,18.48,-66.82,US,0
32,660,Hormigueros,PR,,,18.14,-67.12,US,0
33,662,Isabela,PR,,,18.5,-67.02,US,0
34,664,Jayuya,PR,,,18.22,-66.59,US,0
35,667,Lajas,PR,,,18.04,-67.06,US,0
36,669,Lares,PR,,,18.29,-66.88,US,0
37,670,Las Marias,PR,,,18.27,-67.06,US,0
38,674,Manati,PR,,,18.43,-66.48,US,0
39,676,Moca,PR,,,18.39,-67.11,US,0
40,677,Rincon,PR,,,18.34,-67.25,US,0
41,678,Quebradillas,PR,,,18.47,-66.93,US,0
42,680,Mayaguez,PR,,,18.2,-67.14,US,0
43,681,Mayaguez,PR,,,18.2,-67.14,US,0
44,682,Mayaguez,PR,,,18.2,-67.14,US,0
45,683,San German,PR,,,18.08,-67.04,US,0
46,685,San Sebastian,PR,,,18.33,-66.99,US,0
47,687,Morovis,PR,,,18.32,-66.4,US,0
48,688,Sabana Hoyos,PR,,,18.38,-66.62,US,0
49,690,San Antonio,PR,,,18.49,-67.09,US,0
50,692,Vega Alta,PR,,,18.41,-66.32,US,0
51,693,Vega Baja,PR,,,18.44,-66.39,US,0
52,694,Vega Baja,PR,,,18.44,-66.39,US,0
53,698,Yauco,PR,,,18.03,-66.86,US,0
54,703,Aguas Buenas,PR,,,18.25,-66.1,US,0
55,704,Aguirre,PR,,,17.96,-66.22,US,0
56,705,Aibonito,PR,,,18.14,-66.26,US,0
57,707,Maunabo,PR,,,18,-65.9,US,0
58,714,Arroyo,PR,,,17.97,-66.06,US,0
59,715,Mercedita,PR,,,18,-66.56,US,0
60,716,Ponce,PR,,,17.98,-66.6,US,0
61,717,Ponce,PR,,,17.98,-66.6,US,0
62,718,Naguabo,PR,,,18.21,-65.73,US,0
63,719,Naranjito,PR,,,18.3,-66.24,US,0
64,720,Orocovis,PR,,,18.22,-66.39,US,0
65,721,Palmer,PR,,,18.37,-65.77,US,0
66,723,Patillas,PR,Patillas,America/Puerto_Rico,18,-66.01,US,0
67,725,Caguas,PR,,,18.23,-66.03,US,0
68,726,Caguas,PR,,,18.23,-66.03,US,0
69,727,Caguas,PR,,,18.23,-66.03,US,0
70,728,Ponce,PR,,,17.98,-66.6,US,0
71,729,Canovanas,PR,CanÃ³vanas,America/Puerto_Rico,18.37,-65.9,US,0
72,730,Ponce,PR,,,17.98,-66.6,US,0
73,731,Ponce,PR,,,17.98,-66.6,US,0
74,732,Ponce,PR,,,17.98,-66.6,US,0
75,733,Ponce,PR,,,17.98,-66.6,US,0
76,734,Ponce,PR,,,17.98,-66.6,US,0
77,735,Ceiba,PR,,,18.26,-65.64,US,0
78,736,Cayey,PR,,,18.11,-66.16,US,0
79,737,Cayey,PR,,,18.11,-66.16,US,0
80,738,Fajardo,PR,,,18.33,-65.65,US,0
81,739,Cidra,PR,,,18.17,-66.15,US,0
82,740,Puerto Real,PR,,,18.33,-65.63,US,0
83,741,Punta Santiago,PR,,,18.15,-65.76,US,0
84,742,Roosevelt Roads,PR,,,18.27,-65.65,US,0
85,744,Rio Blanco,PR,,,18.22,-65.79,US,0
86,745,Rio Grande,PR,,,18.38,-65.83,US,0
87,751,Salinas,PR,,,17.97,-66.29,US,0
88,754,San Lorenzo,PR,,,18.19,-65.96,US,0
89,757,Santa Isabel,PR,Santa Isabel,America/Puerto_Rico,17.97,-66.4,US,0
90,765,Vieques,PR,,,18.42,-65.83,US,0
91,766,Villalba,PR,,,18.13,-66.48,US,0
92,767,Yabucoa,PR,,,18.04,-65.87,US,0
93,769,Coamo,PR,,,18.08,-66.36,US,0
94,771,Las Piedras,PR,,,18.18,-65.86,US,0
95,772,Loiza,PR,,,18.43,-65.88,US,0
96,773,Luquillo,PR,,,18.37,-65.71,US,0
97,775,Culebra,PR,,,18.31,-65.3,US,0
98,777,Juncos,PR,,,18.22,-65.91,US,0
99,778,Gurabo,PR,,,18.25,-65.97,US,0
100,780,Coto Laurel,PR,,,18.09,-66.57,US,0
101,782,Comerio,PR,,,18.22,-66.22,US,0
102,783,Corozal,PR,,,18.34,-66.31,US,0
103,784,Guayama,PR,,,17.97,-66.11,US,0
104,785,Guayama,PR,,,17.97,-66.11,US,0
105,786,La Plata,PR,Aibonito,America/Puerto_Rico,18.16,-66.23,US,0
106,791,Humacao,PR,,,18.15,-65.81,US,0
107,792,Humacao,PR,,,18.15,-65.81,US,0
108,794,Barranquitas,PR,,,18.18,-66.3,US,0
109,795,Juana Diaz,PR,,,18.05,-66.5,US,0
110,801,St Thomas,VI,,,18.35,-64.93,US,0
111,802,St Thomas,VI,,,18.35,-64.93,US,0
112,803,St Thomas,VI,,,18.35,-64.93,US,0
113,804,St Thomas,VI,,,18.35,-64.93,US,0
114,805,St Thomas,VI,,,18.34,-64.93,US,0
115,820,Christiansted,VI,,,17.74,-64.7,US,0
116,821,Christiansted,VI,,,17.74,-64.7,US,0
117,822,Christiansted,VI,,,17.74,-64.7,US,0
118,823,Christiansted,VI,,,17.74,-64.7,US,0
119,824,Christiansted,VI,,,17.74,-64.7,US,0
120,830,St John,VI,,,18.33,-64.79,US,0
121,831,St John,VI,,,18.33,-64.79,US,0
122,840,Frederiksted,VI,,,17.71,-64.88,US,0
123,841,Frederiksted,VI,,,17.71,-64.88,US,0
124,850,Kingshill,VI,,,17.76,-64.82,US,0
125,851,Kingshill,VI,,,17.73,-64.8,US,0
126,901,San Juan,PR,,,18.4,-66.06,US,0
127,902,San Juan,PR,,,18.4,-66.06,US,0
128,906,San Juan,PR,,,18.4,-66.06,US,0
129,907,San Juan,PR,,,18.4,-66.06,US,0
130,908,San Juan,PR,,,18.4,-66.06,US,0
131,909,San Juan,PR,,,18.44,-66.06,US,0
132,910,San Juan,PR,,,18.4,-66.06,US,0
133,911,San Juan,PR,,,18.4,-66.06,US,0
134,912,San Juan,PR,,,18.4,-66.06,US,0
135,913,San Juan,PR,,,18.4,-66.06,US,0
136,914,San Juan,PR,,,18.4,-66.06,US,0
137,915,San Juan,PR,,,18.4,-66.06,US,0
138,916,San Juan,PR,,,18.4,-66.06,US,0
139,917,San Juan,PR,,,18.4,-66.06,US,0
140,918,San Juan,PR,,,18.4,-66.06,US,0
141,919,San Juan,PR,,,18.4,-66.06,US,0
142,920,San Juan,PR,,,18.4,-66.06,US,0
143,921,San Juan,PR,,,18.4,-66.06,US,0
144,922,San Juan,PR,,,18.4,-66.06,US,0
145,923,San Juan,PR,,,18.4,-66.06,US,0
146,924,San Juan,PR,,,18.4,-66.06,US,0
147,925,San Juan,PR,,,18.4,-66.06,US,0
148,926,San Juan,PR,,,18.4,-66.06,US,0
149,927,San Juan,PR,,,18.4,-66.06,US,0
150,928,San Juan,PR,,,18.4,-66.06,US,0
151,929,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
152,930,San Juan,PR,,,18.4,-66.06,US,0
153,931,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
154,933,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
155,934,Fort Buchanan,PR,,,18.41,-66.11,US,0
156,935,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
157,936,San Juan,PR,,,18.4,-66.06,US,0
158,937,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
159,939,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
160,940,San Juan,PR,,,18.4,-66.06,US,0
161,949,Toa Baja,PR,,,18.44,-66.25,US,0
162,950,Toa Baja,PR,,,18.44,-66.25,US,0
163,951,Toa Baja,PR,,,18.44,-66.25,US,0
164,952,Sabana Seca,PR,Toa Baja,America/Puerto_Rico,18.42,-66.19,US,0
165,953,Toa Alta,PR,Toa Alta,America/Puerto_Rico,18.39,-66.25,US,0
166,954,Toa Alta,PR,Toa Alta,America/Puerto_Rico,18.39,-66.25,US,0
167,955,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
168,956,Bayamon,PR,BayamÃ³n,America/Puerto_Rico,18.28,-66.13,US,0
169,957,Bayamon,PR,BayamÃ³n,America/Puerto_Rico,18.28,-66.13,US,0
170,958,Bayamon,PR,BayamÃ³n,America/Puerto_Rico,18.28,-66.13,US,0
171,959,Bayamon,PR,BayamÃ³n,America/Puerto_Rico,18.28,-66.13,US,0
172,960,Bayamon,PR,,,18.28,-66.13,US,0
173,961,Bayamon,PR,BayamÃ³n,America/Puerto_Rico,18.41,-66.15,US,0
174,962,Catano,PR,CataÃ±o,America/Puerto_Rico,18.43,-66.11,US,0
175,963,Catano,PR,CataÃ±o,America/Puerto_Rico,18.43,-66.11,US,0
176,965,Guaynabo,PR,Guaynabo,America/Puerto_Rico,18.38,-66.11,US,0
177,966,Guaynabo,PR,Guaynabo,America/Puerto_Rico,18.38,-66.11,US,0
178,968,Guaynabo,PR,Guaynabo,America/Puerto_Rico,18.38,-66.11,US,0
179,969,Guaynabo,PR,Guaynabo,America/Puerto_Rico,18.38,-66.11,US,0
180,970,Guaynabo,PR,,,18.38,-66.11,US,0
181,971,Guaynabo,PR,Guaynabo,America/Puerto_Rico,18.38,-66.11,US,0
182,975,San Juan,PR,San Juan,America/Puerto_Rico,18.4,-66.06,US,0
183,976,Trujillo Alto,PR,Trujillo Alto,America/Puerto_Rico,18.36,-66.01,US,0
184,977,Trujillo Alto,PR,,,18.36,-66.01,US,0
185,978,Saint Just,PR,San Juan,America/Puerto_Rico,18.37,-66.01,US,0
186,979,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
187,981,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
188,982,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
189,983,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
190,984,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
191,985,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
192,986,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
193,987,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
194,988,Carolina,PR,Carolina,America/Puerto_Rico,18.4,-65.98,US,0
195,1001,Agawam,MA,Hampden County,America/New_York,42.06,-72.61,US,14021
196,1002,Amherst,MA,Hampshire County,America/New_York,42.37,-72.52,US,16532
197,1003,Amherst,MA,Hampshire County,America/New_York,42.37,-72.52,US,0
198,1004,Amherst,MA,Hampshire County,America/New_York,42.37,-72.52,US,742
199,1005,Barre,MA,Worcester County,America/New_York,42.42,-72.1,US,3935
200,1007,Belchertown,MA,Hampshire County,America/New_York,42.27,-72.4,US,12895
201,1008,Blandford,MA,Hampden County,America/New_York,42.18,-72.93,US,1153
202,1009,Bondsville,MA,Hampden County,America/New_York,42.2,-72.34,US,1055
203,1010,Brimfield,MA,Hampden County,America/New_York,42.11,-72.2,US,3312
204,1011,Chester,MA,Hampden County,America/New_York,42.28,-72.98,US,1012
205,1012,Chesterfield,MA,Hampshire County,America/New_York,42.4,-72.85,US,639
206,1013,Chicopee,MA,Hampden County,America/New_York,42.17,-72.57,US,16669
207,1014,Chicopee,MA,Hampden County,America/New_York,42.17,-72.57,US,0
208,1020,Chicopee,MA,Hampden County,America/New_York,42.17,-72.57,US,24570
209,1021,Chicopee,MA,Hampden County,America/New_York,42.17,-72.57,US,509
210,1022,Chicopee,MA,Hampden County,America/New_York,42.17,-72.57,US,1713
211,1026,Cummington,MA,Hampshire County,America/New_York,42.46,-72.9,US,865
212,1027,Easthampton,MA,Hampshire County,America/New_York,42.26,-72.68,US,15525
213,1028,East Longmeadow,MA,Hampden County,America/New_York,42.06,-72.51,US,14024
214,1029,East Otis,MA,Berkshire County,America/New_York,42.17,-73.03,US,509
215,1030,Feeding Hills,MA,Hampden County,America/New_York,42.06,-72.67,US,10449
216,1031,Gilbertville,MA,Worcester County,America/New_York,42.35,-72.21,US,932
217,1032,Goshen,MA,Hampshire County,America/New_York,42.43,-72.8,US,489
218,1033,Granby,MA,Hampshire County,America/New_York,42.26,-72.52,US,5647
219,1034,Granville,MA,Hampden County,America/New_York,42.06,-72.86,US,1787
220,1035,Hadley,MA,Hampshire County,America/New_York,42.35,-72.58,US,4327
221,1036,Hampden,MA,Hampden County,America/New_York,42.06,-72.41,US,4700
222,1037,Hardwick,MA,Worcester County,America/New_York,42.35,-72.2,US,714
223,1038,Hatfield,MA,Hampshire County,America/New_York,42.37,-72.6,US,2161
224,1039,Haydenville,MA,Hampshire County,America/New_York,42.39,-72.7,US,1228
225,1040,Holyoke,MA,Hampden County,America/New_York,42.21,-72.64,US,26316
226,1041,Holyoke,MA,Hampden County,America/New_York,42.21,-72.64,US,997
227,1050,Huntington,MA,Hampshire County,America/New_York,42.23,-72.88,US,2282
228,1053,Leeds,MA,Hampshire County,America/New_York,42.35,-72.71,US,1407
229,1054,Leverett,MA,Franklin County,America/New_York,42.45,-72.5,US,1620
230,1056,Ludlow,MA,Hampden County,America/New_York,42.16,-72.48,US,17529
231,1057,Monson,MA,Hampden County,America/New_York,42.09,-72.31,US,7429
232,1059,North Amherst,MA,Hampshire County,America/New_York,42.4,-72.52,US,0
233,1060,Northampton,MA,Hampshire County,America/New_York,42.32,-72.67,US,10304
234,1061,Northampton,MA,Hampshire County,America/New_York,42.32,-72.67,US,423
235,1062,Florence,MA,Hampshire County,America/New_York,42.32,-72.67,US,9483
236,1063,Northampton,MA,Hampshire County,America/New_York,42.32,-72.67,US,0
237,1066,North Hatfield,MA,Franklin County,America/New_York,42.4,-72.6,US,0
238,1068,Oakham,MA,Worcester County,America/New_York,42.35,-72.05,US,1807
239,1069,Palmer,MA,Hampden County,America/New_York,42.16,-72.32,US,6950
240,1070,Plainfield,MA,Hampshire County,America/New_York,42.51,-72.91,US,467
241,1071,Russell,MA,Hampden County,America/New_York,42.18,-72.85,US,1376
242,1072,Shutesbury,MA,Franklin County,America/New_York,42.45,-72.4,US,1269
243,1073,Southampton,MA,Hampshire County,America/New_York,42.23,-72.73,US,5385
244,1074,South Barre,MA,Worcester County,America/New_York,42.38,-72.09,US,525
245,1075,South Hadley,MA,Hampshire County,America/New_York,42.26,-72.56,US,14184
246,1077,Southwick,MA,Hampden County,America/New_York,42.05,-72.76,US,8567
247,1079,Thorndike,MA,Hampden County,America/New_York,42.18,-72.33,US,766
248,1080,Three Rivers,MA,Hampden County,America/New_York,42.18,-72.37,US,1888
249,1081,Wales,MA,Hampden County,America/New_York,42.06,-72.21,US,1491
250,1082,Ware,MA,Hampshire County,America/New_York,42.25,-72.24,US,8509
251,1083,Warren,MA,Worcester County,America/New_York,42.21,-72.19,US,2519
252,1084,West Chesterfield,MA,Hampshire County,America/New_York,42.41,-72.87,US,0
253,1085,Westfield,MA,Hampden County,America/New_York,42.13,-72.75,US,32344
254,1086,Westfield,MA,Hampden County,America/New_York,42.13,-72.75,US,664
255,1088,West Hatfield,MA,Hampshire County,America/New_York,42.39,-72.64,US,458
256,1089,West Springfield,MA,Hampden County,America/New_York,42.12,-72.65,US,23043
257,1090,West Springfield,MA,Hampden County,America/New_York,42.12,-72.65,US,404
258,1092,West Warren,MA,Worcester County,America/New_York,42.2,-72.2,US,1063
259,1093,Whately,MA,Franklin County,America/New_York,42.45,-72.61,US,476
260,1094,Wheelwright,MA,Worcester County,America/New_York,42.35,-72.14,US,0
261,1095,Wilbraham,MA,Hampden County,America/New_York,42.13,-72.43,US,13107
262,1096,Williamsburg,MA,Hampshire County,America/New_York,42.4,-72.71,US,2266
263,1097,Woronoco,MA,Hampden County,America/New_York,42.19,-72.82,US,0
264,1098,Worthington,MA,Hampshire County,America/New_York,42.41,-72.93,US,1076
265,1101,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,1531
266,1102,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
267,1103,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,1533
268,1104,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,15795
269,1105,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,6054
270,1106,Longmeadow,MA,Hampden County,America/New_York,42.04,-72.57,US,14332
271,1107,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,6360
272,1108,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,17151
273,1109,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,17988
274,1111,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
275,1115,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
276,1116,Longmeadow,MA,Hampden County,America/New_York,42.04,-72.57,US,0
277,1118,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,11858
278,1119,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,9915
279,1128,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,2510
280,1129,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,5884
281,1133,Springfield,MA,Hampden County,America/New_York,42.1,-72.59,US,0
282,1138,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,509
283,1139,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
284,1144,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
285,1151,Indian Orchard,MA,Hampden County,America/New_York,42.15,-72.51,US,6080
286,1152,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
287,1195,Springfield,MA,Hampden County,America/New_York,42.1,-72.58,US,0
288,1199,Springfield,MA,Hampden County,America/New_York,42.11,-72.53,US,0
289,1201,Pittsfield,MA,Berkshire County,America/New_York,42.45,-73.26,US,36002
290,1202,Pittsfield,MA,Berkshire County,America/New_York,42.45,-73.26,US,1186
291,1203,Pittsfield,MA,Berkshire County,America/New_York,42.45,-73.26,US,0
292,1220,Adams,MA,Berkshire County,America/New_York,42.62,-73.11,US,6993
293,1222,Ashley Falls,MA,Berkshire County,America/New_York,42.05,-73.33,US,681
294,1223,Becket,MA,Berkshire County,America/New_York,42.33,-73.07,US,1964
295,1224,Berkshire,MA,Berkshire County,America/New_York,42.51,-73.19,US,0
296,1225,Cheshire,MA,Berkshire County,America/New_York,42.55,-73.15,US,2990
297,1226,Dalton,MA,Berkshire County,America/New_York,42.47,-73.16,US,5793
298,1227,Dalton,MA,Berkshire County,America/New_York,42.47,-73.16,US,0
299,1229,Glendale,MA,Berkshire County,America/New_York,42.3,-73.32,US,0
300,1230,Great Barrington,MA,Berkshire County,America/New_York,42.19,-73.35,US,5873
301,1235,Hinsdale,MA,Berkshire County,America/New_York,42.42,-73.07,US,2476
302,1236,Housatonic,MA,Berkshire County,America/New_York,42.25,-73.36,US,1486
303,1237,Lanesboro,MA,Berkshire County,America/New_York,42.51,-73.22,US,2606
304,1238,Lee,MA,Berkshire County,America/New_York,42.3,-73.25,US,5056
305,1240,Lenox,MA,Berkshire County,America/New_York,42.35,-73.28,US,4020
306,1242,Lenox Dale,MA,Berkshire County,America/New_York,42.36,-73.27,US,515
307,1243,Middlefield,MA,Hampshire County,America/New_York,42.35,-73.01,US,0
308,1244,Mill River,MA,Berkshire County,America/New_York,42.12,-73.27,US,0
309,1245,Monterey,MA,Berkshire County,America/New_York,42.18,-73.21,US,682
310,1247,North Adams,MA,Berkshire County,America/New_York,42.68,-73.11,US,11730
311,1252,North Egremont,MA,Berkshire County,America/New_York,42.17,-73.44,US,0
312,1253,Otis,MA,Berkshire County,America/New_York,42.19,-73.07,US,778
313,1254,Richmond,MA,Berkshire County,America/New_York,42.37,-73.36,US,1068
314,1255,Sandisfield,MA,Berkshire County,America/New_York,42.11,-73.13,US,572
315,1256,Savoy,MA,Berkshire County,America/New_York,42.56,-73.02,US,574
316,1257,Sheffield,MA,Berkshire County,America/New_York,42.1,-73.34,US,2018
317,1258,South Egremont,MA,Berkshire County,America/New_York,42.16,-73.41,US,591
318,1259,Southfield,MA,Berkshire County,America/New_York,42.07,-73.23,US,438
319,1260,South Lee,MA,Berkshire County,America/New_York,42.3,-73.23,US,0
320,1262,Stockbridge,MA,Berkshire County,America/New_York,42.3,-73.32,US,1206
321,1263,Stockbridge,MA,Berkshire County,America/New_York,42.3,-73.32,US,0
322,1264,Tyringham,MA,Berkshire County,America/New_York,42.24,-73.19,US,0
323,1266,West Stockbridge,MA,Berkshire County,America/New_York,42.31,-73.39,US,1182
324,1267,Williamstown,MA,Berkshire County,America/New_York,42.7,-73.2,US,5277
325,1270,Windsor,MA,Berkshire County,America/New_York,42.51,-73.04,US,694
326,1301,Greenfield,MA,Franklin County,America/New_York,42.58,-72.59,US,13381
327,1302,Greenfield,MA,Franklin County,America/New_York,42.58,-72.59,US,406
328,1330,Ashfield,MA,Franklin County,America/New_York,42.53,-72.78,US,1345
329,1331,Athol,MA,Worcester County,America/New_York,42.59,-72.23,US,10562
330,1337,Bernardston,MA,Franklin County,America/New_York,42.66,-72.55,US,2438
331,1338,Buckland,MA,Franklin County,America/New_York,42.6,-72.78,US,0
332,1339,Charlemont,MA,Franklin County,America/New_York,42.63,-72.88,US,1250
333,1340,Colrain,MA,Franklin County,America/New_York,42.66,-72.68,US,1581
334,1341,Conway,MA,Franklin County,America/New_York,42.51,-72.68,US,1541
335,1342,Deerfield,MA,Franklin County,America/New_York,42.55,-72.6,US,1238
336,1343,Drury,MA,Berkshire County,America/New_York,42.68,-72.98,US,0
337,1344,Erving,MA,Franklin County,America/New_York,42.6,-72.4,US,1247
338,1346,Heath,MA,Franklin County,America/New_York,42.66,-72.83,US,0
339,1347,Lake Pleasant,MA,Franklin County,America/New_York,42.53,-72.54,US,0
340,1349,Millers Falls,MA,Franklin County,America/New_York,42.59,-72.55,US,697
341,1350,Monroe Bridge,MA,Franklin County,America/New_York,42.72,-72.98,US,0
342,1351,Montague,MA,Franklin County,America/New_York,42.53,-72.53,US,2016
343,1354,Gill,MA,Franklin County,America/New_York,42.7,-72.43,US,1338
344,1355,New Salem,MA,Franklin County,America/New_York,42.5,-72.33,US,803
345,1360,Northfield,MA,Franklin County,America/New_York,42.7,-72.43,US,2627
346,1364,Orange,MA,Franklin County,America/New_York,42.59,-72.3,US,6044
347,1366,Petersham,MA,Worcester County,America/New_York,42.48,-72.18,US,1104
348,1367,Rowe,MA,Franklin County,America/New_York,42.7,-72.9,US,444
349,1368,Royalston,MA,Worcester County,America/New_York,42.68,-72.18,US,1081
350,1370,Shelburne Falls,MA,Franklin County,America/New_York,42.6,-72.74,US,3439
351,1373,South Deerfield,MA,Franklin County,America/New_York,42.47,-72.59,US,4019
352,1375,Sunderland,MA,Franklin County,America/New_York,42.46,-72.58,US,2777
353,1376,Turners Falls,MA,Franklin County,America/New_York,42.59,-72.55,US,3968
354,1378,Warwick,MA,Franklin County,America/New_York,42.68,-72.33,US,611
355,1379,Wendell,MA,Franklin County,America/New_York,42.55,-72.4,US,625
356,1380,Wendell Depot,MA,Franklin County,America/New_York,42.58,-72.37,US,0
357,1420,Fitchburg,MA,Worcester County,America/New_York,42.58,-71.81,US,28652
358,1430,Ashburnham,MA,Worcester County,America/New_York,42.63,-71.9,US,5364
359,1431,Ashby,MA,Middlesex County,America/New_York,42.68,-71.81,US,2749
360,1432,Ayer,MA,Middlesex County,America/New_York,42.56,-71.58,US,6017
361,1434,Devens,MA,Worcester County,America/New_York,42.53,-71.61,US,0
362,1436,Baldwinville,MA,Worcester County,America/New_York,42.6,-72.07,US,2457
363,1438,East Templeton,MA,Worcester County,America/New_York,42.53,-72.05,US,614
364,1440,Gardner,MA,Worcester County,America/New_York,42.58,-71.98,US,15067
365,1441,Westminster,MA,Worcester County,America/New_York,42.58,-71.98,US,0
366,1450,Groton,MA,Middlesex County,America/New_York,42.6,-71.57,US,9198
367,1451,Harvard,MA,Worcester County,America/New_York,42.5,-71.58,US,4672
368,1452,Hubbardston,MA,Worcester County,America/New_York,42.48,-72.01,US,3932
369,1453,Leominster,MA,Worcester County,America/New_York,42.51,-71.77,US,34034
370,1460,Littleton,MA,Middlesex County,America/New_York,42.53,-71.47,US,8001
371,1462,Lunenburg,MA,Worcester County,America/New_York,42.59,-71.72,US,9073
372,1463,Pepperell,MA,Middlesex County,America/New_York,42.66,-71.58,US,10100
373,1464,Shirley,MA,Middlesex County,America/New_York,42.54,-71.65,US,5028
374,1467,Still River,MA,Worcester County,America/New_York,42.49,-71.61,US,0
375,1468,Templeton,MA,Worcester County,America/New_York,42.55,-72.06,US,3579
376,1469,Townsend,MA,Middlesex County,America/New_York,42.66,-71.7,US,6266
377,1470,Groton,MA,Middlesex County,America/New_York,42.6,-71.57,US,0
378,1471,Groton,MA,Middlesex County,America/New_York,42.6,-71.57,US,0
379,1472,West Groton,MA,Middlesex County,America/New_York,42.61,-71.62,US,0
380,1473,Westminster,MA,Worcester County,America/New_York,42.55,-71.9,US,6741
381,1474,West Townsend,MA,Middlesex County,America/New_York,42.66,-71.74,US,1866
382,1475,Winchendon,MA,Worcester County,America/New_York,42.68,-72.04,US,7879
383,1477,Winchendon Springs,MA,Worcester County,America/New_York,42.69,-72.01,US,0
384,1501,Auburn,MA,Worcester County,America/New_York,42.2,-71.83,US,14232
385,1503,Berlin,MA,Worcester County,America/New_York,42.38,-71.63,US,2462
386,1504,Blackstone,MA,Worcester County,America/New_York,42.01,-71.5,US,7808
387,1505,Boylston,MA,Worcester County,America/New_York,42.35,-71.73,US,3993
388,1506,Brookfield,MA,Worcester County,America/New_York,42.21,-72.1,US,2920
389,1507,Charlton,MA,Worcester County,America/New_York,42.13,-71.96,US,10873
390,1508,Charlton City,MA,Worcester County,America/New_York,42.13,-71.96,US,795
391,1509,Charlton Depot,MA,Worcester County,America/New_York,42.13,-71.96,US,0
392,1510,Clinton,MA,Worcester County,America/New_York,42.41,-71.68,US,11365
